run,index,ascii,time_us
1,164,74,1744375982506585
1,165,101,1744375982534951
1,166,100,1744375982547192
1,167,105,1744375982567887
1,168,32,1744375982572316
1,169,108,1744375982583449
1,170,111,1744375982587050
1,171,114,1744375982587931
1,172,101,1744375982599728
1,173,46,1744375982606311
1,174,32,1744375982607938
1,175,79,1744375982636509
1,176,110,1744375982639923
1,177,32,1744375982656251
1,178,66,1744375982659302
1,179,97,1744375982677095
1,180,115,1744375982679750
1,181,116,1744375982686060
1,182,105,1744375982692541
1,183,118,1744375982696672
1,184,97,1744375982707507
1,185,114,1744375982712356
1,186,44,1744375982713972
1,187,32,1744375982714154
1,188,116,1744375982729981
1,189,104,1744375982735380
1,190,101,1744375982748321
1,191,32,1744375982754878
1,192,69,1744375982768033
1,193,109,1744375982776937
1,194,112,1744375982778473
1,195,105,1744375982784006
1,196,114,1744375982795367
1,197,101,1744375982801117
1,198,32,1744375982808257
1,199,115,1744375982827889
1,200,116,1744375982833952
1,201,105,1744375982844568
1,202,114,1744375982852478
1,203,115,1744375982857529
1,204,46,1744375982879799
1,205,32,1744375982881906
1,206,65,1744375982890736
1,207,32,1744375982900412
1,208,114,1744375982919157
1,209,101,1744375982920722
1,210,115,1744375982923492
1,211,105,1744375982928004
1,212,115,1744375982934147
1,213,116,1744375982955768
1,214,97,1744375982973083
1,215,110,1744375982973559
1,216,99,1744375982988810
1,217,101,1744375983007945
1,218,32,1744375983010943
1,219,114,1744375983020955
1,220,105,1744375983033782
1,221,115,1744375983048687
1,222,101,1744375983054007
1,223,115,1744375983062587
1,224,46,1744375983067641
1,225,32,1744375983069752
1,226,85,1744375983070041
1,227,110,1744375983075013
1,228,107,1744375983089175
1,229,110,1744375983100327
1,230,111,1744375983125736
1,231,119,1744375983142507
1,232,110,1744375983146638
1,233,32,1744375983148984
1,234,115,1744375983167771
1,235,105,1744375983178896
1,236,103,1744375983184192
1,237,110,1744375983199418
1,238,97,1744375983211975
1,239,108,1744375983212527
1,240,115,1744375983224969
1,241,32,1744375983236081
1,242,114,1744375983244690
1,243,101,1744375983247393
1,244,100,1744375983250803
1,245,105,1744375983272021
1,246,114,1744375983276946
1,247,101,1744375983298546
1,248,99,1744375983302479
1,249,116,1744375983304739
1,250,32,1744375983312619
1,251,116,1744375983328018
1,252,104,1744375983333005
1,253,101,1744375983345570
1,254,32,1744375983355006
1,255,115,1744375983384945
1,256,104,1744375983412193
1,257,105,1744375983440252
1,258,112,1744375983448542
1,259,46,1744375983464789
1,260,32,1744375983474341
1,261,226,1744375983528273
1,262,128,1744375983532379
1,263,156,1744375983543819
1,264,84,1744375983558482
1,265,104,1744375983575830
1,266,97,1744375983585957
1,267,116,1744375983588062
1,268,226,1744375983611184
1,269,128,1744375983622773
1,270,153,1744375983632767
1,271,115,1744375983643578
1,272,32,1744375983646251
1,273,110,1744375983647206
1,274,111,1744375983655120
1,275,116,1744375983663275
1,276,32,1744375983671244
1,277,117,1744375983671949
1,278,115,1744375983676940
1,279,46,1744375983683130
1,280,46,1744375983688681
1,281,46,1744375983696023
1,282,226,1744375983709383
1,283,128,1744375983727953
1,284,157,1744375983735361
1,285,10,1744375983792290
1,286,10,1744375983793345
1,287,4,1744375983803020
