run,index,ascii,time_us
1,140,117,1744375991453748
1,141,110,1744375991454233
1,142,111,1744375991476113
1,143,44,1744375991505886
1,144,32,1744375991631752
1,145,97,1744375991691925
1,146,32,1744375991751501
1,147,115,1744375991829517
1,148,116,1744375991953826
1,149,111,1744375991966009
1,150,119,1744375992006021
1,151,97,1744375992123945
1,152,119,1744375992227682
1,153,97,1744375992272948
1,154,121,1744375992289200
1,155,32,1744375992323949
1,156,116,1744375992419065
1,157,105,1744375992436574
1,158,101,1744375992494474
1,159,100,1744375992502277
1,160,32,1744375992537194
1,161,116,1744375992601880
1,162,111,1744375992614661
1,163,32,1744375992621395
1,164,74,1744375992644781
1,165,101,1744375992779425
1,166,100,1744375992828644
1,167,105,1744375992915774
1,168,32,1744375992936353
1,169,108,1744375992990362
1,170,111,1744375993005996
1,171,114,1744375993010086
1,172,101,1744375993063385
1,173,46,1744375993082009
1,174,32,1744375993087271
1,175,79,1744375993223753
1,176,110,1744375993239419
1,177,32,1744375993312514
1,178,66,1744375993321287
1,179,97,1744375993370586
1,180,115,1744375993382746
1,181,116,1744375993410916
1,182,105,1744375993436166
1,183,118,1744375993457913
1,184,97,1744375993508991
1,185,114,1744375993530320
1,186,44,1744375993537887
1,187,32,1744375993539255
1,188,116,1744375993614979
1,189,104,1744375993622914
1,190,101,1744375993687393
1,191,32,1744375993717631
1,192,69,1744375993779513
1,193,109,1744375993811997
1,194,112,1744375993817584
1,195,105,1744375993844633
1,196,114,1744375993899106
1,197,101,1744375993906443
1,198,32,1744375993909977
1,199,115,1744375993986863
1,200,116,1744375994016512
1,201,105,1744375994061765
1,202,114,1744375994100505
1,203,115,1744375994124255
1,204,46,1744375994234277
1,205,32,1744375994243773
1,206,65,1744375994281480
1,207,32,1744375994327039
1,208,114,1744375994417320
1,209,101,1744375994422899
1,210,115,1744375994432625
1,211,105,1744375994446099
1,212,115,1744375994464121
1,213,116,1744375994570173
1,214,97,1744375994654732
1,215,110,1744375994657055
1,216,99,1744375994732652
1,217,101,1744375994823718
1,218,32,1744375994836412
1,219,114,1744375994884785
1,220,105,1744375994941157
1,221,115,1744375995005900
1,222,101,1744375995033884
1,223,115,1744375995063787
1,224,46,1744375995088988
1,225,32,1744375995098464
1,226,85,1744375995100933
1,227,110,1744375995125269
1,228,107,1744375995192764
1,229,110,1744375995245985
1,230,111,1744375995372362
1,231,119,1744375995455665
1,232,110,1744375995475750
1,233,32,1744375995476252
1,234,115,1744375995569980
1,235,105,1744375995623749
1,236,103,1744375995653304
1,237,110,1744375995719957
1,238,97,1744375995776919
1,239,108,1744375995778772
1,240,115,1744375995837309
1,241,32,1744375995885748
1,242,114,1744375995927926
1,243,101,1744375995928669
1,244,100,1744375995944777
1,245,105,1744375996044709
1,246,114,1744375996067014
1,247,101,1744375996172869
1,248,99,1744375996194768
1,249,116,1744375996206828
1,250,32,1744375996242294
1,251,116,1744375996298919
1,252,104,1744375996309937
1,253,101,1744375996371693
1,254,32,1744375996412896
1,255,115,1744375996547937
1,256,104,1744375996678732
1,257,105,1744375996815308
1,258,112,1744375996855805
1,259,46,1744375996937661
1,260,32,1744375996984075
1,261,226,1744375997252326
1,262,128,1744375997272339
1,263,156,1744375997318581
1,264,84,1744375997390397
1,265,104,1744375997469824
1,266,97,1744375997516686
1,267,116,1744375997526015
1,268,226,1744375997626415
1,269,128,1744375997681208
1,270,153,1744375997728759
1,271,115,1744375997780867
1,272,32,1744375997789199
1,273,110,1744375997793200
1,274,111,1744375997830873
1,275,116,1744375997867984
1,276,32,1744375997904348
1,277,117,1744375997907031
1,278,115,1744375997931663
1,279,46,1744375997962080
1,280,46,1744375997988938
1,281,46,1744375998018531
1,282,226,1744375998082887
1,283,128,1744375998166938
1,284,157,1744375998197624
1,285,10,1744375998464472
1,286,10,1744375998468747
1,287,4,1744375998514990
