run,index,byte,encoded,time_us,corrected,seq_num
1,0,84,84,1748287080528497,False,2000
1,1,104,104,1748287081041602,False,2001
1,2,105,105,1748287081590159,False,2002
1,3,115,115,1748287082192845,False,2003
1,4,32,32,1748287082895747,False,2004
1,5,105,105,1748287083751270,False,2005
1,6,115,115,1748287084604249,False,2006
1,7,32,32,1748287085457161,False,2007
1,8,97,97,1748287086309812,False,2008
1,9,32,32,1748287087163807,False,2009
1,10,116,116,1748287088016262,False,2010
1,11,111,111,1748287088871409,False,2011
1,12,112,112,1748287089724245,False,2012
1,13,32,32,1748287090578176,False,2013
1,14,115,115,1748287091431739,False,2014
1,15,101,101,1748287092284760,False,2015
1,16,99,99,1748287093139114,False,2016
1,17,114,114,1748287093993814,False,2017
1,18,101,101,1748287094845177,False,2018
1,19,116,116,1748287095700758,False,2019
1,20,32,32,1748287096552484,False,2020
1,21,109,109,1748287097406611,False,2021
1,22,101,101,1748287098259147,False,2022
1,23,115,115,1748287099112695,False,2023
1,24,115,115,1748287099966448,False,2024
1,25,97,97,1748287100819269,False,2025
1,26,103,103,1748287101671344,False,2026
1,27,101,101,1748287102525717,False,2027
1,28,32,32,1748287103380641,False,2028
1,29,98,98,1748287104232020,False,2029
1,30,101,101,1748287105086456,False,2030
1,31,105,105,1748287105939508,False,2031
1,32,110,110,1748287106793156,False,2032
1,33,103,103,1748287107649363,False,2033
1,34,32,32,1748287108501167,False,2034
1,35,116,116,1748287109354063,False,2035
1,36,114,114,1748287110208270,False,2036
1,37,97,97,1748287111062020,False,2037
1,38,110,110,1748287111914896,False,2038
1,39,115,115,1748287112769827,False,2039
1,40,109,109,1748287113623234,False,2040
1,41,105,105,1748287114477878,False,2041
1,42,116,116,1748287115331849,False,2042
1,43,116,116,1748287116184635,False,2043
1,44,101,101,1748287117038953,False,2044
1,45,100,100,1748287117892906,False,2045
1,46,32,32,1748287118746050,False,2046
1,47,118,118,1748287119601888,False,2047
1,48,105,105,1748287120454264,False,2048
1,49,97,97,1748287121307965,False,2049
1,50,32,32,1748287122162046,False,2050
1,51,84,84,1748287123015026,False,2051
1,52,67,67,1748287123870361,False,2052
1,53,80,80,1748287124722262,False,2053
1,54,32,32,1748287125576024,False,2054
1,55,119,119,1748287126430029,False,2055
1,56,105,105,1748287127283089,False,2056
1,57,110,110,1748287128138643,False,2057
1,58,100,100,1748287128993603,False,2058
1,59,111,111,1748287129845958,False,2059
1,60,119,119,1748287130701476,False,2060
1,61,32,32,1748287131554242,False,2061
1,62,115,115,1748287132406870,False,2062
1,63,105,105,1748287133260626,False,2063
1,64,122,122,1748287134113489,False,2064
1,65,101,101,1748287134967964,False,2065
1,66,32,32,1748287135822489,False,2066
1,67,99,99,1748287136677276,False,2067
1,68,111,111,1748287137528504,False,2068
1,69,118,118,1748287138381757,False,2069
1,70,101,101,1748287139235202,False,2070
1,71,114,114,1748287140089289,False,2071
1,72,116,116,1748287140943076,False,2072
1,73,32,32,1748287141797292,False,2073
1,74,99,99,1748287142651229,False,2074
1,75,104,104,1748287143503762,False,2075
1,76,97,97,1748287144359405,False,2076
1,77,110,110,1748287145212426,False,2077
1,78,110,110,1748287146068245,False,2078
1,79,101,101,1748287146919331,False,2079
1,80,108,108,1748287147772146,False,2080
1,81,46,46,1748287148625334,False,2081
1,82,10,10,1748287149478951,False,2082
1,83,84,84,1748287150335019,False,2083
1,84,104,104,1748287151187073,False,2084
1,85,101,101,1748287152040111,False,2085
1,86,32,32,1748287152894252,False,2086
1,87,114,114,1748287153749160,False,2087
1,88,101,101,1748287154604533,False,2088
1,89,99,99,1748287155455798,False,2089
1,90,101,101,1748287156309749,False,2090
1,91,105,105,1748287157164861,False,2091
1,92,118,118,1748287158016906,False,2092
1,93,101,101,1748287158870511,False,2093
1,94,114,114,1748287159724745,False,2094
1,95,32,32,1748287160576913,False,2095
1,96,115,115,1748287161430149,False,2096
1,97,104,104,1748287162284244,False,2097
1,98,111,111,1748287163136828,False,2098
1,99,117,117,1748287163989281,False,2099
1,100,84,108,1748287164844463,True,2100
1,101,104,100,1748287165696692,True,2101
1,102,105,32,1748287166551252,True,2102
1,103,115,98,1748287167402276,True,2103
1,104,32,101,1748287168257716,True,2104
1,105,105,32,1748287169110135,True,2105
1,106,115,97,1748287169964781,True,2106
1,107,32,98,1748287170819126,True,2107
1,108,97,108,1748287171671131,True,2108
1,109,63,0,1748287171895159,False,2109
