run,index,byte,encoded,time_us,corrected,seq_num
1,0,84,84,1748288020427078,False,2000
1,1,104,104,1748288020938365,False,2001
1,2,105,105,1748288021490397,False,2002
1,3,115,115,1748288022142907,False,2003
1,4,32,32,1748288022997911,False,2004
1,5,105,105,1748288023850198,False,2005
1,6,115,115,1748288024704357,False,2006
1,7,32,32,1748288025558342,False,2007
1,8,97,97,1748288026412356,False,2008
1,9,32,32,1748288027267118,False,2009
1,10,116,116,1748288028119228,False,2010
1,11,111,111,1748288028974631,False,2011
1,12,112,112,1748288029828184,False,2012
1,13,32,32,1748288030680886,False,2013
1,14,115,115,1748288031534067,False,2014
1,15,101,101,1748288032387089,False,2015
1,16,99,99,1748288033240685,False,2016
1,17,114,114,1748288034094471,False,2017
1,18,101,101,1748288034948106,False,2018
1,19,116,116,1748288035801742,False,2019
1,20,32,32,1748288036655241,False,2020
1,21,109,109,1748288037509349,False,2021
1,22,101,101,1748288038361935,False,2022
1,23,115,115,1748288039215813,False,2023
1,24,115,115,1748288040068255,False,2024
1,25,97,97,1748288040922316,False,2025
1,26,103,103,1748288041774081,False,2026
1,27,101,101,1748288042628373,False,2027
1,28,32,32,1748288043482444,False,2028
1,29,98,98,1748288044336631,False,2029
1,30,101,101,1748288045189659,False,2030
1,31,105,105,1748288046044263,False,2031
1,32,110,110,1748288046896021,False,2032
1,33,103,103,1748288047751640,False,2033
1,34,32,32,1748288048604655,False,2034
1,35,116,116,1748288049458653,False,2035
1,36,114,114,1748288050312568,False,2036
1,37,97,97,1748288051165378,False,2037
1,38,110,110,1748288052019200,False,2038
1,39,115,115,1748288052872456,False,2039
1,40,109,109,1748288053726872,False,2040
1,41,105,105,1748288054580105,False,2041
1,42,116,116,1748288055435294,False,2042
1,43,116,116,1748288056290177,False,2043
1,44,101,101,1748288057144303,False,2044
1,45,100,100,1748288057998598,False,2045
1,46,32,32,1748288058850836,False,2046
1,47,118,118,1748288059704741,False,2047
1,48,105,105,1748288060557669,False,2048
1,49,97,97,1748288061411344,False,2049
1,50,32,32,1748288062263927,False,2050
1,51,84,84,1748288063117728,False,2051
1,52,67,67,1748288063972553,False,2052
1,53,80,80,1748288064826144,False,2053
1,54,32,32,1748288065680895,False,2054
1,55,119,119,1748288066534707,False,2055
1,56,105,105,1748288067389845,False,2056
1,57,110,110,1748288068241387,False,2057
1,58,100,100,1748288069095188,False,2058
1,59,111,111,1748288069950846,False,2059
1,60,119,119,1748288070802909,False,2060
1,61,32,32,1748288071656820,False,2061
1,62,115,115,1748288072510436,False,2062
1,63,105,105,1748288073363456,False,2063
1,64,122,122,1748288074216239,False,2064
1,65,101,101,1748288075070015,False,2065
1,66,32,32,1748288075923429,False,2066
1,67,99,99,1748288076776940,False,2067
1,68,111,111,1748288077631158,False,2068
1,69,118,118,1748288078484229,False,2069
1,70,101,101,1748288079339471,False,2070
1,71,114,114,1748288080191173,False,2071
1,72,116,116,1748288081044800,False,2072
1,73,32,32,1748288081897995,False,2073
1,74,99,99,1748288082751695,False,2074
1,75,104,104,1748288083604967,False,2075
1,76,97,97,1748288084458486,False,2076
1,77,110,110,1748288085311305,False,2077
1,78,110,110,1748288086165104,False,2078
1,79,101,101,1748288087017635,False,2079
